properties{
  x = 3584,
  y = 3584,
  width = 512,
  height = 512,
  min_layer = -8,
  max_layer = 7,
  world = "Dark World",
  tileset = "out/outside_darkworld_main",
  music = "dark_world",
}

tile{
  layer = -8,
  x = 120,
  y = 72,
  width = 48,
  height = 200,
  pattern = "112",
}

tile{
  layer = -8,
  x = 88,
  y = 120,
  width = 48,
  height = 176,
  pattern = "112",
}

tile{
  layer = -8,
  x = 168,
  y = 216,
  width = 136,
  height = 24,
  pattern = "112",
}

tile{
  layer = -8,
  x = 168,
  y = 184,
  width = 56,
  height = 32,
  pattern = "112",
}

tile{
  layer = -8,
  x = 168,
  y = 152,
  width = 32,
  height = 32,
  pattern = "112",
}

tile{
  layer = -8,
  x = 32,
  y = 264,
  width = 88,
  height = 80,
  pattern = "112",
}

tile{
  layer = -8,
  x = 56,
  y = 232,
  width = 32,
  height = 32,
  pattern = "112",
}

tile{
  layer = -8,
  x = 0,
  y = 304,
  width = 32,
  height = 32,
  pattern = "112",
}

tile{
  layer = -8,
  x = 104,
  y = 0,
  width = 80,
  height = 40,
  pattern = "112",
}

tile{
  layer = -8,
  x = 0,
  y = 344,
  width = 112,
  height = 8,
  pattern = "1341_2",
}

tile{
  layer = -8,
  x = 176,
  y = 248,
  width = 128,
  height = 8,
  pattern = "1341_2",
}

tile{
  layer = -8,
  x = 240,
  y = 208,
  width = 64,
  height = 8,
  pattern = "1341_2",
}

tile{
  layer = -8,
  x = 184,
  y = 0,
  width = 8,
  height = 32,
  pattern = "1341_2",
}

tile{
  layer = -8,
  x = 96,
  y = 0,
  width = 8,
  height = 32,
  pattern = "1341_2",
}

tile{
  layer = -8,
  x = 112,
  y = 80,
  width = 8,
  height = 32,
  pattern = "1341_2",
}

tile{
  layer = -8,
  x = 168,
  y = 80,
  width = 8,
  height = 64,
  pattern = "1341_2",
}

tile{
  layer = -8,
  x = 312,
  y = 224,
  width = 8,
  height = 16,
  pattern = "1341_2",
}

tile{
  layer = -8,
  x = 80,
  y = 144,
  width = 8,
  height = 80,
  pattern = "1341_2",
}

tile{
  layer = -8,
  x = 120,
  y = 304,
  width = 8,
  height = 32,
  pattern = "1341_2",
}

tile{
  layer = -8,
  x = 0,
  y = 288,
  width = 16,
  height = 8,
  pattern = "1341_2",
}

tile{
  layer = -7,
  x = 112,
  y = 336,
  width = 16,
  height = 16,
  pattern = "988",
}

tile{
  layer = -7,
  x = 144,
  y = 272,
  width = 16,
  height = 16,
  pattern = "988",
}

tile{
  layer = -7,
  x = 160,
  y = 256,
  width = 16,
  height = 16,
  pattern = "988",
}

tile{
  layer = -7,
  x = 128,
  y = 288,
  width = 16,
  height = 16,
  pattern = "988",
}

tile{
  layer = -7,
  x = 304,
  y = 240,
  width = 16,
  height = 16,
  pattern = "988",
}

tile{
  layer = -7,
  x = 64,
  y = 224,
  width = 16,
  height = 16,
  pattern = "962",
}

tile{
  layer = -7,
  x = 96,
  y = 112,
  width = 16,
  height = 16,
  pattern = "962",
}

tile{
  layer = -7,
  x = 80,
  y = 128,
  width = 16,
  height = 16,
  pattern = "962",
}

tile{
  layer = -7,
  x = 224,
  y = 192,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = -7,
  x = 304,
  y = 208,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = -7,
  x = 176,
  y = 144,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = -7,
  x = 192,
  y = 160,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = -7,
  x = 208,
  y = 176,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = -7,
  x = 48,
  y = 240,
  width = 16,
  height = 16,
  pattern = "962",
}

tile{
  layer = -7,
  x = 32,
  y = 256,
  width = 16,
  height = 16,
  pattern = "962",
}

tile{
  layer = -7,
  x = 16,
  y = 272,
  width = 16,
  height = 16,
  pattern = "962",
}

tile{
  layer = -7,
  x = 304,
  y = 224,
  width = 16,
  height = 16,
  pattern = "921",
}

tile{
  layer = -7,
  x = 160,
  y = 80,
  width = 16,
  height = 64,
  pattern = "921",
}

tile{
  layer = -7,
  x = 176,
  y = 0,
  width = 16,
  height = 32,
  pattern = "921",
}

tile{
  layer = -7,
  x = 0,
  y = 336,
  width = 112,
  height = 16,
  pattern = "919",
}

tile{
  layer = -7,
  x = 176,
  y = 240,
  width = 128,
  height = 16,
  pattern = "919",
}

tile{
  layer = -7,
  x = 112,
  y = 304,
  width = 16,
  height = 32,
  pattern = "921",
}

tile{
  layer = -7,
  x = 0,
  y = 288,
  width = 16,
  height = 16,
  pattern = "918",
}

tile{
  layer = -7,
  x = 240,
  y = 208,
  width = 64,
  height = 16,
  pattern = "918",
}

tile{
  layer = -7,
  x = 192,
  y = 160,
  width = 16,
  height = 16,
  pattern = "922",
}

tile{
  layer = -7,
  x = 208,
  y = 176,
  width = 16,
  height = 16,
  pattern = "922",
}

tile{
  layer = -7,
  x = 224,
  y = 192,
  width = 16,
  height = 16,
  pattern = "922",
}

tile{
  layer = -7,
  x = 176,
  y = 144,
  width = 16,
  height = 16,
  pattern = "922",
}

tile{
  layer = -7,
  x = 96,
  y = 0,
  width = 16,
  height = 32,
  pattern = "920",
}

tile{
  layer = -7,
  x = 112,
  y = 80,
  width = 16,
  height = 32,
  pattern = "920",
}

tile{
  layer = -7,
  x = 80,
  y = 144,
  width = 16,
  height = 80,
  pattern = "920",
}

tile{
  layer = -7,
  x = 176,
  y = 160,
  width = 16,
  height = 16,
  pattern = "923",
}

tile{
  layer = -7,
  x = 192,
  y = 176,
  width = 16,
  height = 16,
  pattern = "923",
}

tile{
  layer = -7,
  x = 208,
  y = 192,
  width = 16,
  height = 16,
  pattern = "923",
}

tile{
  layer = -7,
  x = 224,
  y = 208,
  width = 16,
  height = 16,
  pattern = "923",
}

tile{
  layer = -7,
  x = 160,
  y = 144,
  width = 16,
  height = 16,
  pattern = "923",
}

tile{
  layer = -7,
  x = 144,
  y = 256,
  width = 16,
  height = 16,
  pattern = "928",
}

tile{
  layer = -7,
  x = 144,
  y = 272,
  width = 16,
  height = 16,
  pattern = "929",
}

tile{
  layer = -7,
  x = 160,
  y = 240,
  width = 16,
  height = 16,
  pattern = "928",
}

tile{
  layer = -7,
  x = 160,
  y = 256,
  width = 16,
  height = 16,
  pattern = "929",
}

tile{
  layer = -7,
  x = 112,
  y = 288,
  width = 16,
  height = 16,
  pattern = "928",
}

tile{
  layer = -7,
  x = 128,
  y = 272,
  width = 16,
  height = 16,
  pattern = "928",
}

tile{
  layer = -7,
  x = 128,
  y = 288,
  width = 16,
  height = 16,
  pattern = "929",
}

tile{
  layer = -7,
  x = 112,
  y = 336,
  width = 16,
  height = 16,
  pattern = "929",
}

tile{
  layer = -7,
  x = 304,
  y = 240,
  width = 16,
  height = 16,
  pattern = "929",
}

tile{
  layer = -7,
  x = 64,
  y = 224,
  width = 16,
  height = 16,
  pattern = "924",
}

tile{
  layer = -7,
  x = 48,
  y = 240,
  width = 16,
  height = 16,
  pattern = "924",
}

tile{
  layer = -7,
  x = 48,
  y = 256,
  width = 16,
  height = 16,
  pattern = "925",
}

tile{
  layer = -7,
  x = 64,
  y = 240,
  width = 16,
  height = 16,
  pattern = "925",
}

tile{
  layer = -7,
  x = 32,
  y = 256,
  width = 16,
  height = 16,
  pattern = "924",
}

tile{
  layer = -7,
  x = 80,
  y = 224,
  width = 16,
  height = 16,
  pattern = "925",
}

tile{
  layer = -7,
  x = 32,
  y = 272,
  width = 16,
  height = 16,
  pattern = "925",
}

tile{
  layer = -7,
  x = 16,
  y = 272,
  width = 16,
  height = 16,
  pattern = "924",
}

tile{
  layer = -7,
  x = 16,
  y = 288,
  width = 16,
  height = 16,
  pattern = "925",
}

tile{
  layer = -7,
  x = 112,
  y = 112,
  width = 16,
  height = 16,
  pattern = "925",
}

tile{
  layer = -7,
  x = 96,
  y = 112,
  width = 16,
  height = 16,
  pattern = "924",
}

tile{
  layer = -7,
  x = 96,
  y = 128,
  width = 16,
  height = 16,
  pattern = "925",
}

tile{
  layer = -7,
  x = 80,
  y = 128,
  width = 16,
  height = 16,
  pattern = "924",
}

tile{
  layer = -7,
  x = 112,
  y = 64,
  width = 64,
  height = 16,
  pattern = "942",
}

tile{
  layer = -7,
  x = 48,
  y = 312,
  width = 8,
  height = 8,
  pattern = "915",
}

tile{
  layer = -7,
  x = 48,
  y = 280,
  width = 8,
  height = 8,
  pattern = "915",
}

tile{
  layer = -7,
  x = 80,
  y = 280,
  width = 8,
  height = 8,
  pattern = "915",
}

tile{
  layer = -7,
  x = 80,
  y = 296,
  width = 8,
  height = 8,
  pattern = "915",
}

tile{
  layer = -7,
  x = 128,
  y = 216,
  width = 8,
  height = 8,
  pattern = "915",
}

tile{
  layer = -7,
  x = 160,
  y = 200,
  width = 8,
  height = 8,
  pattern = "915",
}

tile{
  layer = -7,
  x = 112,
  y = 184,
  width = 8,
  height = 8,
  pattern = "915",
}

tile{
  layer = -7,
  x = 144,
  y = 152,
  width = 8,
  height = 8,
  pattern = "915",
}

tile{
  layer = -7,
  x = 152,
  y = 0,
  width = 16,
  height = 16,
  pattern = "913",
}

tile{
  layer = -7,
  x = 168,
  y = 8,
  width = 16,
  height = 16,
  pattern = "913",
}

tile{
  layer = -7,
  x = 104,
  y = 0,
  width = 16,
  height = 16,
  pattern = "913",
}

tile{
  layer = -7,
  x = 104,
  y = 16,
  width = 16,
  height = 16,
  pattern = "913",
}

tile{
  layer = -7,
  x = 304,
  y = 208,
  width = 16,
  height = 16,
  pattern = "922",
}

tile{
  layer = -7,
  x = 112,
  y = 48,
  width = 64,
  height = 16,
  pattern = "941",
}

tile{
  layer = -7,
  x = 112,
  y = 32,
  width = 64,
  height = 16,
  pattern = "940",
}

tile{
  layer = -5,
  x = 104,
  y = 0,
  width = 16,
  height = 16,
  pattern = "1039",
}

tile{
  layer = -5,
  x = 104,
  y = 16,
  width = 16,
  height = 16,
  pattern = "1039",
}

tile{
  layer = -5,
  x = 168,
  y = 8,
  width = 16,
  height = 16,
  pattern = "1039",
}

tile{
  layer = -5,
  x = 152,
