properties{
  x = 3584,
  y = 0,
  width = 512,
  height = 512,
  min_layer = -8,
  max_layer = 7,
  world = "Dark World",
  tileset = "out/outside_darkworld_main",
  music = "dark_world",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 472,
  height = 464,
  pattern = "1682",
}

tile{
  layer = 0,
  x = 32,
  y = 288,
  width = 8,
  height = 8,
  pattern = "1681",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 512,
  height = 56,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 288,
  y = 48,
  width = 32,
  height = 8,
  pattern = "1578",
}

tile{
  layer = 0,
  x = 56,
  y = 48,
  width = 328,
  height = 16,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 280,
  y = 56,
  width = 32,
  height = 8,
  pattern = "1578",
}

tile{
  layer = 0,
  x = 0,
  y = 56,
  width = 56,
  height = 48,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 48,
  y = 48,
  width = 88,
  height = 16,
  pattern = "1578",
}

tile{
  layer = 0,
  x = 0,
  y = 448,
  width = 512,
  height = 64,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 160,
  y = 504,
  width = 32,
  height = 8,
  pattern = "1579",
}

tile{
  layer = 0,
  x = 328,
  y = 168,
  width = 16,
  height = 16,
  pattern = "454",
}

tile{
  layer = 0,
  x = 384,
  y = 48,
  width = 128,
  height = 64,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 0,
  y = 320,
  width = 64,
  height = 128,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 64,
  y = 368,
  width = 24,
  height = 80,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 88,
  y = 400,
  width = 24,
  height = 48,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 424,
  y = 360,
  width = 88,
  height = 88,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 472,
  y = 112,
  width = 40,
  height = 248,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 440,
  y = 200,
  width = 32,
  height = 64,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 456,
  y = 112,
  width = 16,
  height = 24,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 456,
  y = 264,
  width = 16,
  height = 16,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 448,
  y = 112,
  width = 8,
  height = 8,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 56,
  y = 64,
  width = 16,
  height = 24,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 352,
  y = 64,
  width = 32,
  height = 16,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 368,
  y = 80,
  width = 16,
  height = 16,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 256,
  y = 64,
  width = 48,
  height = 16,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 72,
  y = 64,
  width = 8,
  height = 8,
  pattern = "1341_2",
}

tile{
  layer = 0,
  x = 64,
  y = 144,
  width = 16,
  height = 16,
  pattern = "68",
}

tile{
  layer = 0,
  x = 80,
  y = 160,
  width = 16,
  height = 16,
  pattern = "68",
}

tile{
  layer = 0,
  x = 0,
  y = 160,
  width = 80,
  height = 16,
  pattern = "454",
}

tile{
  layer = 0,
