properties{
  x = 1024,
  y = 1536,
  width = 512,
  height = 512,
  min_layer = -9,
  max_layer = 7,
  world = "Light World",
  tileset = "out/outside_main",
  music = "overworld",
}

tile{
  layer = -9,
  x = 480,
  y = 400,
  width = 32,
  height = 112,
  pattern = "112",
}

tile{
  layer = -9,
  x = 480,
  y = 0,
  width = 32,
  height = 248,
  pattern = "112",
}

tile{
  layer = -9,
  x = 0,
  y = 192,
  width = 72,
  height = 64,
  pattern = "112",
}

tile{
  layer = -9,
  x = 0,
  y = 256,
  width = 24,
  height = 48,
  pattern = "112",
}

tile{
  layer = -9,
  x = 0,
  y = 304,
  width = 48,
  height = 96,
  pattern = "112",
}

tile{
  layer = -9,
  x = 24,
  y = 400,
  width = 8,
  height = 112,
  pattern = "1340",
}

tile{
  layer = -9,
  x = 56,
  y = 352,
  width = 8,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -9,
  x = 72,
  y = 208,
  width = 8,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -9,
  x = 0,
  y = 176,
  width = 48,
  height = 8,
  pattern = "1340",
}

tile{
  layer = -9,
  x = 464,
  y = 400,
  width = 8,
  height = 112,
  pattern = "1340",
}

tile{
  layer = -9,
  x = 480,
  y = 384,
  width = 32,
  height = 8,
  pattern = "1340",
}

tile{
  layer = -9,
  x = 0,
  y = 400,
  width = 16,
  height = 112,
  pattern = "112",
}

tile{
  layer = -9,
  x = 488,
  y = 256,
  width = 32,
  height = 8,
  pattern = "1340",
}

tile{
  layer = -9,
  x = 464,
  y = 0,
  width = 8,
  height = 240,
  pattern = "1340",
}

tile{
  layer = -8,
  x = 480,
  y = 256,
  width = 16,
  height = 16,
  pattern = "983",
}

tile{
  layer = -8,
  x = 464,
  y = 240,
  width = 16,
  height = 16,
  pattern = "983",
}

tile{
  layer = -8,
  x = 464,
  y = 384,
  width = 16,
  height = 16,
  pattern = "962",
}

tile{
  layer = -8,
  x = 32,
  y = 256,
  width = 16,
  height = 16,
  pattern = "988",
}

tile{
  layer = -8,
  x = 48,
  y = 240,
  width = 16,
  height = 16,
  pattern = "988",
}

tile{
  layer = -8,
  x = 64,
  y = 224,
  width = 16,
  height = 16,
  pattern = "988",
}

tile{
  layer = -8,
  x = 32,
  y = 320,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = -8,
  x = 48,
  y = 336,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = -8,
  x = 64,
  y = 192,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = -8,
  x = 48,
  y = 176,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = -8,
  x = 48,
  y = 336,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = -8,
  x = 32,
  y = 320,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = -8,
  x = 480,
  y = 384,
  width = 32,
  height = 16,
  pattern = "918",
}

tile{
  layer = -8,
  x = 464,
  y = 400,
  width = 16,
  height = 112,
  pattern = "920",
}

tile{
  layer = -8,
  x = 464,
  y = 0,
  width = 16,
  height = 240,
  pattern = "920",
}

tile{
  layer = -8,
  x = 64,
  y = 208,
  width = 16,
  height = 16,
  pattern = "921",
}

tile{
  layer = -8,
  x = 16,
  y = 272,
  width = 16,
  height = 48,
  pattern = "921",
}

tile{
  layer = -8,
  x = 48,
  y = 352,
  width = 16,
  height = 16,
  pattern = "921",
}

tile{
  layer = -8,
  x = 16,
  y = 400,
  width = 16,
  height = 112,
  pattern = "921",
}

tile{
  layer = -8,
  x = 0,
  y = 176,
  width = 48,
  height = 16,
  pattern = "918",
}

tile{
  layer = -8,
  x = 48,
  y = 176,
  width = 16,
  height = 16,
  pattern = "922",
}

tile{
  layer = -8,
  x = 64,
  y = 192,
  width = 16,
  height = 16,
  pattern = "922",
}

tile{
  layer = -8,
  x = 32,
  y = 320,
  width = 16,
  height = 16,
