properties{
  x = 0,
  y = 0,
  width = 4096,
  height = 672,
  min_layer = -8,
  max_layer = 7,
  world = "Secret Room",
  tileset = "dungeon/brown",
}

tile{
  layer = -1,
  x = 3704,
  y = 112,
  width = 272,
  height = 288,
  pattern = "hole_parallax.1-2",
}

teletransporter{
  layer = -1,
  x = 3704,
  y = 112,
  width = 272,
  height = 288,
  destination_map = "Archived/A Link to the Past/Secret Room/Boss/boss_choice_room",
  destination = "moldorm_destination_2",
}

tile{
  layer = 0,
  x = 3832,
  y = 352,
  width = 48,
  height = 24,
  pattern = "wall_low.2-1",
}

tile{
  layer = 0,
  x = 3808,
  y = 336,
  width = 96,
  height = 16,
  pattern = "floor.20-2",
}

tile{
  layer = 0,
  x = 3792,
  y = 320,
  width = 128,
  height = 16,
  pattern = "floor.20-2",
}

tile{
  layer = 0,
  x = 3776,
  y = 304,
  width = 160,
  height = 16,
  pattern = "floor.20-2",
}

tile{
  layer = 0,
  x = 3760,
  y = 272,
  width = 192,
  height = 32,
  pattern = "floor.20-2",
}

tile{
  layer = 0,
  x = 3840,
  y = 208,
  width = 112,
  height = 64,
  pattern = "floor.20-2",
}

tile{
  layer = 0,
  x = 3776,
  y = 192,
  width = 160,
  height = 16,
  pattern = "floor.20-2",
}

tile{
  layer = 0,
  x = 3792,
  y = 176,
  width = 128,
  height = 16,
  pattern = "floor.20-2",
}

tile{
  layer = 0,
  x = 3808,
  y = 160,
  width = 96,
  height = 16,
  pattern = "floor.20-2",
}

tile{
  layer = 0,
  x = 3760,
  y = 208,
  width = 80,
  height = 16,
  pattern = "floor.20-2",
}

tile{
  layer = 0,
  x = 3760,
  y = 224,
  width = 48,
  height = 48,
  pattern = "floor.20-2",
}

tile{
  layer = 0,
  x = 3808,
  y = 224,
  width = 8,
  height = 8,
  pattern = "hole.corner.1",
}

tile{
  layer = 0,
  x = 3832,
  y = 224,
  width = 8,
  height = 8,
  pattern = "hole.corner.2",
}

tile{
  layer = 0,
  x = 3832,
  y = 264,
  width = 8,
  height = 8,
  pattern = "hole.corner.4",
}

tile{
  layer = 0,
  x = 3808,
  y = 264,
  width = 8,
  height = 8,
  pattern = "hole.corner.3",
}

tile{
  layer = 0,
  x = 3816,
  y = 224,
  width = 16,
  height = 8,
  pattern = "hole.1",
}

tile{
  layer = 0,
  x = 3832,
  y = 232,
  width = 8,
  height = 32,
  pattern = "hole.4",
}

tile{
  layer = 0,
  x = 3808,
  y = 232,
  width = 8,
  height = 32,
  pattern = "hole.3",
}

tile{
  layer = 0,
  x = 3816,
  y = 264,
  width = 16,
  height = 8,
  pattern = "hole.2",
}

tile{
  layer = 0,
  x = 3808,
  y = 352,
  width = 24,
  height = 8,
  pattern = "hole.1",
}

tile{
  layer = 0,
  x = 3880,
  y = 352,
  width = 24,
  height = 8,
  pattern = "hole.1",
}

tile{
  layer = 0,
  x = 3912,
  y = 336,
  width = 8,
  height = 8,
  pattern = "hole.1",
}

tile{
  layer = 0,
  x = 3904,
  y = 352,
  width = 8,
  height = 8,
  pattern = "hole.corner_reverse.1",
}

tile{
  layer = 0,
  x = 3904,
  y = 344,
  width = 8,
  height = 8,
  pattern = "hole.3",
}

tile{
  layer = 0,
  x = 3904,
  y = 336,
  width = 8,
  height = 8,
  pattern = "hole.corner.1",
}

tile{
  layer = 0,
  x = 3928,
  y = 320,
  width = 8,
  height = 8,
  pattern = "hole.1",
}

tile{
  layer = 0,
  x = 3920,
  y = 336,
  width = 8,
  height = 8,
  pattern = "hole.corner_reverse.1",
}

tile{
  layer = 0,
  x = 3920,
  y = 328,
  width = 8,
  height = 8,
  pattern = "hole.3",
}

tile{
  layer = 0,
  x = 3920,
  y = 320,
  width = 8,
  height = 8,
  pattern = "hole.corner.1",
}

tile{
  layer = 0,
  x = 3944,
  y = 304,
  width = 8,
  height = 8,
  pattern = "hole.1",
}

tile{
  layer = 0,
  x = 3936,
  y = 320,
  width = 8,
  height = 8,
  pattern = "hole.corner_reverse.1",
}

tile{
  layer = 0,
  x = 3936,
  y = 312,
  width = 8,
  height = 8,
  pattern = "hole.3",
}

tile{
  layer = 0,
  x = 3936,
  y = 304,
  width = 8,
  height = 8,
  pattern = "hole.corner.1",
}

tile{
  layer = 0,
  x = 3800,
  y = 336,
  width = 8,
  height = 8,
  pattern = "hole.corner.2",
}

tile{
  layer = 0,
  x = 3792,
  y = 336,
  width = 8,
  height = 8,
  pattern = "hole.1",
}

tile{
  layer = 0,
  x = 3800,
  y = 344,
  width = 8,
  height = 8,
  pattern = "hole.4",
}

tile{
  layer = 0,
  x = 3800,
  y = 352,
  width = 8,
  height = 8,
  pattern = "hole.corner_reverse.2",
}

tile{
  layer = 0,
  x = 3784,
  y = 320,
  width = 8,
  height = 8,
  pattern = "hole.corner.2",
}

tile{
  layer = 0,
  x = 3776,
  y = 320,
  width = 8,
  height = 8,
  pattern = "hole.1",
}

tile{
  layer = 0,
  x = 3784,
  y = 328,
  width = 8,
  height = 8,
  pattern = "hole.4",
}

tile{
  layer = 0,
  x = 3784,
  y = 336,
  width = 8,
  height = 8,
  pattern = "hole.corner_reverse.2",
}

tile{
  layer = 0,
  x = 3768,
  y = 304,
  width = 8,
  height = 8,
  pattern = "hole.corner.2",
}

tile{
  layer = 0,
  x = 3760,
  y = 304,
  width = 8,
  height = 8,
  pattern = "hole.1",
}

tile{
  layer = 0,
  x = 3768,
  y = 312,
  width = 8,
  height = 8,
  pattern = "hole.4",
}

tile{
  layer = 0,
  x = 3768,
  y = 320,
  width = 8,
  height = 8,
  pattern = "hole.corner_reverse.2",
}

tile{
  layer = 0,
  x = 3752,
  y = 208,
  width = 8,
  height = 96,
  pattern = "hole.4",
}

tile{
  layer = 0,
  x = 3752,
  y = 304,
  width = 8,
  height = 8,
  pattern = "hole.corner_reverse.2",
}

tile{
  layer = 0,
  x = 3952,
  y = 304,
  width = 8,
  height = 8,
  pattern = "hole.corner_reverse.1",
}

tile{
  layer = 0,
  x = 3952,
  y = 208,
  width = 8,
  height = 96,
  pattern = "hole.3",
}

tile{
  layer = 0,
  x = 3952,
  y = 200,
  width = 8,
  height = 8,
